EntrezID	GeneSymbol	Score	Druggble_rank
11104	KATNA1	0.007622	
94097	SFXN5	0.007618	
55662	HIF1AN	0.007616	737
255738	PCSK9	0.007610	
55937	APOM	0.007604	738
666	BOK	0.007602	
10768	AHCYL1	0.007602	
81930	KIF18A	0.007597	
3052	HCCS	0.007595	
64080	RBKS	0.007595	
7412	VCAM1	0.007591	739
55108	BSDC1	0.007588	
10652	YKT6	0.007582	
11283	CYP4F8	0.007580	
2315	MLANA	0.007576	
10537	UBD	0.007575	
249	ALPL	0.007571	740
9391	CIAO1	0.007555	
7112	TMPO	0.007551	
27252	KLHL20	0.007548	
84725	PLEKHA8	0.007545	
3309	HSPA5	0.007540	741
64478	CSMD1	0.007532	
84135	UTP15	0.007530	
285761	DCBLD1	0.007523	
9557	CHD1L	0.007521	
55224	ETNK2	0.007510	
113130	CDCA5	0.007504	
1039	CDR2	0.007496	
83699	SH3BGRL2	0.007496	
83931	STK40	0.007496	
4017	LOXL2	0.007483	
55236	UBA6	0.007480	
7006	TEC	0.007475	
153527	ZMAT2	0.007450	
55586	MIOX	0.007432	
6895	TARBP2	0.007421	
1962	EHHADH	0.007413	742
162681	C18orf54	0.007412	
78994	PRR14	0.007410	
23136	EPB41L3	0.007407	
10131	TRAP1	0.007406	
64285	RHBDF1	0.007403	
9530	BAG4	0.007399	
54873	PALMD	0.007388	
51067	YARS2	0.007383	743
388585	HES5	0.007377	
55346	TCP11L1	0.007373	
4240	MFGE8	0.007370	
10492	SYNCRIP	0.007365	
5265	SERPINA1	0.007363	744
1613	DAPK3	0.007352	745
10505	SEMA4F	0.007349	
56265	CPXM1	0.007346	
80727	TTYH3	0.007346	
657	BMPR1A	0.007342	
4330	MN1	0.007339	
65975	STK33	0.007338	
92104	TTC30A	0.007338	
3773	KCNJ16	0.007335	
219670	ENKUR	0.007331	
3046	HBE1	0.007329	
5355	PLP2	0.007318	
64151	NCAPG	0.007316	
171568	POLR3H	0.007316	
84466	MEGF10	0.007310	
7024	TFCP2	0.007309	
1129	CHRM2	0.007306	746
7398	USP1	0.007297	
30834	ZNRD1	0.007297	
56897	WRNIP1	0.007297	
11332	ACOT7	0.007294	
50717	DCAF8	0.007292	
6877	TAF5	0.007286	
2192	FBLN1	0.007282	
149233	IL23R	0.007281	
116113	FOXP4	0.007274	
54471	SMCR7L	0.007264	
3983	ABLIM1	0.007264	
7416	VDAC1	0.007263	747
2932	GSK3B	0.007262	748
84166	NLRC5	0.007258	
4504	MT3	0.007252	
8260	NAA10	0.007247	
10926	DBF4	0.007247	
9397	NMT2	0.007242	749
255743	NPNT	0.007242	
941	CD80	0.007239	750
942	CD86	0.007239	751
64423	INF2	0.007239	
100293737		0.007224	
4952	OCRL	0.007215	
60559	SPCS3	0.007206	
347733	TUBB2B	0.007203	752
7082	TJP1	0.007199	
4696	NDUFA3	0.007199	753
4724	NDUFS4	0.007196	754
56995	TULP4	0.007196	
1389	CREBL2	0.007193	
10280	SIGMAR1	0.007192	755
51734	MSRB1	0.007185	756
7436	VLDLR	0.007178	757
7728	ZNF175	0.007170	
23053	ZSWIM8	0.007170	
57158	JPH2	0.007164	
27235	COQ2	0.007159	
4814	NINJ1	0.007151	
54541	DDIT4	0.007148	
30820	KCNIP1	0.007147	
144245	ALG10B	0.007144	
3274	HRH2	0.007137	758
55006	TRMT61B	0.007129	
1317	SLC31A1	0.007127	759
57804	POLD4	0.007126	
5315	PKM	0.007119	760
53635	PTOV1	0.007116	
1075	CTSC	0.007116	
5729	PTGDR	0.007115	761
3683	ITGAL	0.007114	762
64224	HERPUD2	0.007112	
11190	CEP250	0.007108	
10110	SGK2	0.007100	
5356	PLRG1	0.007098	
26272	FBXO4	0.007090	
55851	PSENEN	0.007083	
51282	SCAND1	0.007075	
7805	LAPTM5	0.007068	
10651	MTX2	0.007067	
10250	SRRM1	0.007066	
85369	STRIP1	0.007065	
5087	PBX1	0.007063	
221035	REEP3	0.007063	
6651	SON	0.007063	
26261	FBXO24	0.007063	
55230	USP40	0.007063	
10051	SMC4	0.007052	
65125	WNK1	0.007049	
1080	CFTR	0.007046	763
51805	COQ3	0.007031	
10482	NXF1	0.007030	
9908	G3BP2	0.007025	
8796	SCEL	0.007021	
10598	AHSA1	0.007015	
6609	SMPD1	0.007014	764
1187	CLCNKA	0.007008	765
9540	TP53I3	0.007001	
646227		0.006999	
421	ARVCF	0.006998	
2050	EPHB4	0.006992	766
8341	HIST1H2BN	0.006989	
79001	VKORC1	0.006989	767
7311	UBA52	0.006984	
11067	C10orf10	0.006980	
85365	ALG2	0.006979	
56907	SPIRE1	0.006978	
8178	ELL	0.006975	
83903	GSG2	0.006973	768
7871	SLMAP	0.006964	
51052	PRLH	0.006959	
23321	TRIM2	0.006954	
64785	GINS3	0.006950	
26579	MYEOV	0.006948	
7802	DNALI1	0.006947	
9167	COX7A2L	0.006945	
540	ATP7B	0.006944	769
7942	TFEB	0.006942	
10944	C11orf58	0.006941	
54935	DUSP23	0.006941	770
79768	KATNBL1	0.006937	
26520	TIMM9	0.006933	
79571	GCC1	0.006933	
6038	RNASE4	0.006932	771
4938	OAS1	0.006930	772
2208	FCER2	0.006926	
2255	FGF10	0.006926	
84680	ACCS	0.006924	773
662	BNIP1	0.006917	
5977	DPF2	0.006912	
54749	EPDR1	0.006911	
996	CDC27	0.006908	
10455	ECI2	0.006908	774
23219	FBXO28	0.006908	
78990	OTUB2	0.006907	
91526	ANKRD44	0.006902	
51295	ECSIT	0.006899	
64854	USP46	0.006897	
2834	PRLHR	0.006897	
8725	URI1	0.006894	
8812	CCNK	0.006893	
9765	ZFYVE16	0.006890	
9578	CDC42BPB	0.006889	
29761	USP25	0.006884	
83696	TRAPPC9	0.006875	
4792	NFKBIA	0.006860	
375775	PNPLA7	0.006858	
55182	RNF220	0.006856	
22893	BAHD1	0.006854	
103	ADAR	0.006847	
55659	ZNF416	0.006846	
23460	ABCA6	0.006846	775
5257	PHKB	0.006842	
4172	MCM3	0.006838	
83732	RIOK1	0.006838	
54477	PLEKHA5	0.006831	
8482	SEMA7A	0.006830	
1628	DBP	0.006827	
653450		0.006827	
259230	SGMS1	0.006827	
100132635		0.006823	
22852	ANKRD26	0.006816	
6843	VAMP1	0.006816	776
3134	HLA-F	0.006811	
80704	SLC19A3	0.006810	777
10179	RBM7	0.006808	
23636	NUP62	0.006804	
55142	HAUS2	0.006801	
11311	VPS45	0.006797	
25941	TPGS2	0.006794	
2979	GUCA1B	0.006789	
81537	SGPP1	0.006789	
2904	GRIN2B	0.006788	778
1158	CKM	0.006788	779
10899	JTB	0.006783	
50940	PDE11A	0.006779	780
1145	CHRNE	0.006776	781
1146	CHRNG	0.006776	782
84258	SYT3	0.006774	
91703	ACY3	0.006770	783
51705	EMCN	0.006763	
171024	SYNPO2	0.006761	
27109	ATP5S	0.006759	
6810	STX4	0.006758	
9617	MTRF1	0.006756	
140460	ASB7	0.006756	
91137	SLC25A46	0.006754	
79705	LRRK1	0.006753	
3549	IHH	0.006752	
7637	ZNF84	0.006752	
50846	DHH	0.006752	
10314	LANCL1	0.006751	
57001	ACN9	0.006749	
220441	RNF152	0.006745	
7203	CCT3	0.006742	784
255967	PAN3	0.006742	
344593		0.006740	
10550	ARL6IP5	0.006738	
49854	ZBTB21	0.006737	
144455	E2F7	0.006734	
4034	LRCH4	0.006733	
51329	ARL6IP4	0.006733	
55005	RMND1	0.006727	
140465	MYL6B	0.006724	785
64601	VPS16	0.006724	
113675	SDSL	0.006719	786
3081	HGD	0.006711	
8895	CPNE3	0.006707	
6866	TAC3	0.006705	
1069	CETN2	0.006705	
54107	POLE3	0.006704	787
1070	CETN3	0.006703	
23446	SLC44A1	0.006703	788
9586	CREB5	0.006702	
4076	CAPRIN1	0.006701	
55020	TTC38	0.006700	
10548	TM9SF1	0.006698	
9793	CKAP5	0.006698	
1933	EEF1B2	0.006695	
7355	SLC35A2	0.006689	
51126	NAA20	0.006685	
4012	LNPEP	0.006684	
3881	KRT31	0.006677	
54977	SLC25A38	0.006673	
10263	CDK2AP2	0.006672	
84219	WDR24	0.006671	
85444	LRRCC1	0.006663	
1160	CKMT2	0.006661	789
9943	OXSR1	0.006657	
64795	RMND5A	0.006653	
8516	ITGA8	0.006651	
1634	DCN	0.006647	790
10056	FARSB	0.006645	791
55272	IMP3	0.006635	
4437	MSH3	0.006631	
51147	ING4	0.006628	
1	A1BG	0.006621	
6490	PMEL	0.006621	
6694	SPP2	0.006621	
11044	PAPD7	0.006621	
55039	TRMT12	0.006621	
56892	C8orf4	0.006621	
79611	ACSS3	0.006621	
80036	TRPM3	0.006621	
80185	TTI2	0.006621	
84134	TOMM40L	0.006621	
84240	ZCCHC9	0.006621	
84268	RPAIN	0.006621	
93627	TBCK	0.006621	
8576	STK16	0.006616	
79717	PPCS	0.006614	
240	ALOX5	0.006614	792
23194	FBXL7	0.006594	
79791	FBXO31	0.006594	
221016	CCDC7	0.006576	
1161	ERCC8	0.006573	
55509	BATF3	0.006566	
10732	TCFL5	0.006552	
51426	POLK	0.006551	793
60493	FASTKD5	0.006549	
6854	SYN2	0.006545	
83733	SLC25A18	0.006544	794
6871	TADA2A	0.006537	
55503	TRPV6	0.006535	
80006	TRAPPC13	0.006535	
8445	DYRK2	0.006534	
5604	MAP2K1	0.006530	795
27185	DISC1	0.006528	
717	C2	0.006524	
65249	ZSWIM4	0.006524	
729634		0.006518	
1116	CHI3L1	0.006516	796
1233	CCR4	0.006515	
740	MRPL49	0.006505	
8189	SYMPK	0.006501	
8209	C21orf33	0.006499	
256933	NPB	0.006499	
283869	NPW	0.006499	
57050	UTP3	0.006497	
5055	SERPINB2	0.006492	797
84920	ALG10	0.006488	
143684	FAM76B	0.006485	
8788	DLK1	0.006482	
1604	CD55	0.006463	798
284697	BTBD8	0.006460	
85364	ZCCHC3	0.006455	
9837	GINS1	0.006454	
80310	PDGFD	0.006453	
327	APEH	0.006453	
2796	GNRH1	0.006451	
26502	NARF	0.006451	
79139	DERL1	0.006438	
10299	6-Mar	0.006434	
5834	PYGB	0.006434	799
9521	EEF1E1	0.006433	
23131	GPATCH8	0.006431	
79088	ZNF426	0.006430	
10856	RUVBL2	0.006427	
64429	ZDHHC6	0.006427	
9984	THOC1	0.006424	
3486	IGFBP3	0.006419	800
8875	VNN2	0.006417	
344	APOC2	0.006416	
100130176		0.006411	
85313	PPIL4	0.006410	
10221	TRIB1	0.006399	
246	ALOX15	0.006397	801
6336	SCN10A	0.006395	802
26995	TRUB2	0.006388	
28954	REM1	0.006388	
9967	THRAP3	0.006381	
2592	GALT	0.006380	
6168	RPL37A	0.006370	
91746	YTHDC1	0.006364	
84285	EIF1AD	0.006364	
204	AK2	0.006361	803
3927	LASP1	0.006358	
757	TMEM50B	0.006354	
1774	DNASE1L1	0.006354	
7485	WRB	0.006354	
8277	TKTL1	0.006354	
60343	FAM3A	0.006354	
91663	MYADM	0.006354	
94059	LENG9	0.006354	
168850	ZNF800	0.006354	
3203	HOXA6	0.006354	
6676	SPAG4	0.006354	
8273	SLC10A3	0.006354	
10077	TSPAN32	0.006354	
84996		0.006354	
150082	LCA5L	0.006354	
389792	IER5L	0.006354	
414318	C9orf106	0.006354	
10762	NUP50	0.006354	
23760	PITPNB	0.006352	
10613	ERLIN1	0.006346	
2581	GALC	0.006344	
9131	AIFM1	0.006342	804
56413	LTB4R2	0.006340	
57728	WDR19	0.006340	
55773	TBC1D23	0.006340	
26268	FBXO9	0.006339	
9450	LY86	0.006337	
5826	ABCD4	0.006336	
9295	SRSF11	0.006336	
25764	HYPK	0.006332	
6943	TCF21	0.006327	
3339	HSPG2	0.006323	805
79727	LIN28A	0.006318	
9532	BAG2	0.006317	
5329	PLAUR	0.006316	806
100037280		0.006312	
122553	TRAPPC6B	0.006312	807
51699	VPS29	0.006311	
7490	WT1	0.006306	
3757	KCNH2	0.006302	808
594	BCKDHB	0.006298	
90809	TMEM55B	0.006287	
3204	HOXA7	0.006287	
5610	EIF2AK2	0.006286	
840	CASP7	0.006278	809
4707	NDUFB1	0.006277	810
341116	MS4A10	0.006275	
81614	NIPA2	0.006275	
1296	COL8A2	0.006273	
3229	HOXC13	0.006273	
79165	LENG1	0.006271	
22948	CCT5	0.006269	
6543	SLC8A2	0.006268	
1201	CLN3	0.006266	
114571	SLC22A9	0.006259	
22824	HSPA4L	0.006258	
10116	FEM1B	0.006255	
54520	CCDC93	0.006253	
92400	RBM18	0.006238	
94103	ORMDL3	0.006232	
5406	PNLIP	0.006227	811
3832	KIF11	0.006225	812
5253	PHF2	0.006217	
961	CD47	0.006216	
727726		0.006212	
90736	FAM104B	0.006209	
9692	KIAA0391	0.006205	
6683	SPAST	0.006204	
3002	GZMB	0.006201	813
6251	RSU1	0.006194	
29760	BLNK	0.006193	
26061	HACL1	0.006191	
1002	CDH4	0.006187	
5688	PSMA7	0.006187	814
925	CD8A	0.006181	
5787	PTPRB	0.006179	815
64747	MFSD1	0.006178	
54675	CRLS1	0.006172	
9741	LAPTM4A	0.006171	
84895	FAM73B	0.006165	
10235	RASGRP2	0.006162	
27297	CRCP	0.006154	
6237	RRAS	0.006148	
6495	SIX1	0.006147	
57835	SLC4A5	0.006146	816
284996	RNF149	0.006146	
55631	LRRC40	0.006146	
3625	INHBB	0.006146	
9338	TCEAL1	0.006142	
64175	LEPRE1	0.006141	817
23042	PDXDC1	0.006134	818
55250	ELP2	0.006134	
1767	DNAH5	0.006133	
345	APOC3	0.006132	
10190	TXNDC9	0.006130	
9595	CYTIP	0.006129	
23207	PLEKHM2	0.006120	
79763	ISOC2	0.006118	
23318	ZCCHC11	0.006117	
2799	GNS	0.006108	
60313	GPBP1L1	0.006108	
5151	PDE8A	0.006106	819
4947	OAZ2	0.006106	820
7408	VASP	0.006104	
1295	COL8A1	0.006103	
57019	CIAPIN1	0.006099	
2188	FANCF	0.006098	
7113	TMPRSS2	0.006096	
51310	SLC22A17	0.006092	
257313	UTS2B	0.006091	
3298	HSF2	0.006089	
79087	ALG12	0.006089	
2837	UTS2R	0.006087	
9410	SNRNP40	0.006086	
9371	KIF3B	0.006086	821
23464	GCAT	0.006079	822
1447	CSN2	0.006079	
79931	TNIP3	0.006079	
5210	PFKFB4	0.006076	823
482	ATP1B2	0.006074	
64714	PDIA2	0.006072	
5127	CDK16	0.006067	824
2960	GTF2E1	0.006061	
669	BPGM	0.006057	
23077	MYCBP2	0.006057	
4047	LSS	0.006056	825
10911	UTS2	0.006056	
51122	COMMD2	0.006052	
121551	BTBD11	0.006052	
115703	ARHGAP33	0.006043	
51545	ZNF581	0.006043	
225689	MAPK15	0.006039	
59	ACTA2	0.006038	
4915	NTRK2	0.006037	826
4698	NDUFA5	0.006034	827
3860	KRT13	0.006029	
221400	TDRD6	0.006022	
4154	MBNL1	0.006019	
54788	DNAJB12	0.006011	
4591	TRIM37	0.006006	
5877	RABIF	0.006004	
285829		0.005999	
65057	ACD	0.005993	
10628	TXNIP	0.005986	
85865	GTPBP10	0.005983	
4594	MUT	0.005978	828
23590	PDSS1	0.005966	
51643	TMBIM4	0.005963	
55656	INTS8	0.005957	
85407	NKD1	0.005955	
51280	GOLM1	0.005950	
6936	GCFC2	0.005949	
283461	C12orf40	0.005944	
8664	EIF3D	0.005938	
6861	SYT5	0.005931	
2232	FDXR	0.005928	829
79676	OGFOD2	0.005927	830
2969	GTF2I	0.005921	
7087	ICAM5	0.005914	
10487	CAP1	0.005905	
64776	C11orf1	0.005903	
79912	PYROXD1	0.005900	
2533	FYB	0.005899	
8660	IRS2	0.005897	
11082	ESM1	0.005897	
283643	C14orf80	0.005895	
84681	HINT2	0.005891	
129642	MBOAT2	0.005887	
6775083		0.005875	
115265	DDIT4L	0.005871	
8226	HDHD1	0.005871	
162494	RHBDL3	0.005868	
5635	PRPSAP1	0.005866	
381	ARF5	0.005853	
10083	USH1C	0.005847	
9618	TRAF4	0.005845	
4486	MST1R	0.005844	
8001	GLRA3	0.005843	831
79003	MIS12	0.005835	
9836	LCMT2	0.005828	832
3588	IL10RB	0.005828	
54913	RPP25	0.005809	
359845	FAM101B	0.005809	
632	BGLAP	0.005808	833
9069	CLDN12	0.005806	
95	ACY1	0.005804	834
2011	MARK2	0.005803	
552	AVPR1A	0.005799	835
5147	PDE6D	0.005797	
54925	ZSCAN32	0.005794	
10288	LILRB2	0.005781	
5738	PTGFRN	0.005775	
10750	GRAP	0.005770	
22908	SACM1L	0.005768	
2644	GCHFR	0.005767	
653220	XAGE1B	0.005765	
1149	CIDEA	0.005764	
64087	MCCC2	0.005762	836
57609	DIP2B	0.005762	
8131	NPRL3	0.005757	
83481	EPPK1	0.005752	
6469	SHH	0.005749	
84266	ALKBH7	0.005742	
55577	NAGK	0.005738	837
4835	NQO2	0.005734	838
316	AOX1	0.005734	839
284723	SLC25A34	0.005734	
6747	SSR3	0.005727	
23520		0.005725	
197131	UBR1	0.005723	
908	CCT6A	0.005713	
116154	PHACTR3	0.005710	
11164	NUDT5	0.005708	
6835	SURF2	0.005703	
10256	CNKSR1	0.005700	
79930	DOK3	0.005699	
9217	VAPB	0.005695	
8224	SYN3	0.005691	
6157	RPL27A	0.005689	
221	ALDH3B1	0.005686	840
83955		0.005684	
54538	ROBO4	0.005682	
56256	SERTAD4	0.005678	
27132	CPNE7	0.005675	
10565	ARFGEF1	0.005674	
124995	MRPL10	0.005670	
6426	SRSF1	0.005666	
10562	OLFM4	0.005654	
11326	VSIG4	0.005654	
10878	CFHR3	0.005654	
81494	CFHR5	0.005654	
9510	ADAMTS1	0.005652	
29945	ANAPC4	0.005646	
387332	TBPL2	0.005641	
7173	TPO	0.005638	841
22999	RIMS1	0.005623	
57132	CHMP1B	0.005619	
729020		0.005610	
55328	RNLS	0.005604	
26586	CKAP2	0.005604	
4016	LOXL1	0.005599	
79711	IPO4	0.005590	
22808	MRAS	0.005590	
1811	SLC26A3	0.005586	
28232	SLCO3A1	0.005586	842
90019	SYT8	0.005581	
7786	MAP3K12	0.005581	
9493	KIF23	0.005579	
339287	MSL1	0.005568	
4931	NVL	0.005564	
9992	KCNE2	0.005563	
1429	CRYZ	0.005553	843
10018	BCL2L11	0.005552	
57474	ZNF490	0.005551	
119392	SFR1	0.005551	
57823	SLAMF7	0.005546	
6678	SPARC	0.005545	
80208	SPG11	0.005545	
161176	SYNE3	0.005545	
5347	PLK1	0.005541	844
5441	POLR2L	0.005539	
94025	MUC16	0.005539	
3920	LAMP2	0.005527	
27304	MOCS3	0.005523	
80222	TARS2	0.005523	845
146956	EME1	0.005515	
8065	CUL5	0.005511	
10949	HNRNPA0	0.005510	
387338	NSUN4	0.005504	
25843	MOB4	0.005497	
125988	C19orf70	0.005491	
9869	SETDB1	0.005489	
64100	ELSPBP1	0.005489	846
10720	UGT2B11	0.005486	
121268	RHEBL1	0.005485	
10236	HNRNPR	0.005482	
51073	MRPL4	0.005476	
1350	COX7C	0.005476	847
10489	LRRC41	0.005473	
7979	SHFM1	0.005465	
22915	MMRN1	0.005463	
3029	HAGH	0.005455	848
27202	C5AR2	0.005453	
55847	CISD1	0.005452	
4723	NDUFV1	0.005450	849
57642	COL20A1	0.005448	
6133	RPL9	0.005447	
388677	NOTCH2NL	0.005446	
3664	IRF6	0.005442	
2242	FES	0.005430	
26234	FBXL5	0.005428	
6794	STK11	0.005413	
10403	NDC80	0.005410	
79018	GID4	0.005406	
325	APCS	0.005406	850
6461	SHB	0.005400	
54331	GNG2	0.005398	851
22944	KIN	0.005396	
118812	MORN4	0.005392	
23141	ANKLE2	0.005391	
8884	SLC5A6	0.005388	852
10320	IKZF1	0.005382	
157310	PEBP4	0.005381	
116143	WDR92	0.005376	
6399	TRAPPC2	0.005372	853
57159	TRIM54	0.005362	
78992	YIPF2	0.005358	
81796	SLCO5A1	0.005358	
79574	EPS8L3	0.005358	
124460	SNX20	0.005356	
5510	PPP1R7	0.005351	
57128	LYRM4	0.005348	
5693	PSMB5	0.005346	854
7041	TGFB1I1	0.005345	
3778	KCNMA1	0.005345	855
6102	RP2	0.005341	
2695	GIP	0.005335	
84969	TOX2	0.005335	
91584	PLXNA4	0.005335	
252884	ZNF396	0.005335	
286451	YIPF6	0.005335	
2023	ENO1	0.005332	
286	ANK1	0.005329	
6452	SH3BP2	0.005323	
820	CAMP	0.005323	856
5250	SLC25A3	0.005321	
10602	CDC42EP3	0.005321	
257397	TAB3	0.005319	
10048	RANBP9	0.005306	
9093	DNAJA3	0.005304	
9416	DDX23	0.005302	
8567	MADD	0.005298	
64223	MLST8	0.005297	
5066	PAM	0.005294	857
6707	SPRR3	0.005292	
5796	PTPRK	0.005292	
53354	PANK1	0.005292	
55632	G2E3	0.005290	
3885	KRT34	0.005288	
9382	COG1	0.005288	
113278	SLC52A3	0.005285	
55757	UGGT2	0.005277	
28511	NKIRAS2	0.005275	
11138	TBC1D8	0.005275	
8678	BECN1	0.005271	
80755	AARSD1	0.005271	
9785	DHX38	0.005265	
51076	CUTC	0.005264	
64118	DUS1L	0.005258	
404665		0.005255	
38	ACAT1	0.005253	858
1182	CLCN3	0.005247	
4050	LTB	0.005239	
10914	PAPOLA	0.005229	859
89797	NAV2	0.005228	
51569	UFM1	0.005227	
55691	FRMD4A	0.005220	
9261	MAPKAPK2	0.005217	860
5566	PRKACA	0.005215	861
51378	ANGPT4	0.005215	
146059	CDAN1	0.005212	
171546	SPTSSA	0.005209	
80025	PANK2	0.005208	
26052	DNM3	0.005208	
810	CALML3	0.005208	
23275	POFUT2	0.005203	
5771	PTPN2	0.005201	
3763	KCNJ6	0.005200	862
11334	TUSC2	0.005199	
1012	CDH13	0.005192	
2981	GUCA2B	0.005191	
8614	STC2	0.005189	
283	ANG	0.005189	863
4943	TBC1D25	0.005184	
80178	C16orf59	0.005184	
81792	ADAMTS12	0.005184	
112483	SAT2	0.005180	864
9156	EXO1	0.005177	
4300	MLLT3	0.005172	
5805	PTS	0.005169	865
3064	HTT	0.005169	
115	ADCY9	0.005163	
1262	CNGA4	0.005163	
2306	FOXD2	0.005163	
2696	GIPR	0.005163	
3140	MR1	0.005163	866
6415	SEPW1	0.005163	
7262	PHLDA2	0.005163	
7567	ZNF19	0.005163	
7571	ZNF23	0.005163	
7587	ZNF37A	0.005163	
7748	ZNF195	0.005163	
7760	ZNF213	0.005163	
7766	ZNF223	0.005163	
7772	ZNF229	0.005163	
9317	PTER	0.005163	
9469	CHST3	0.005163	
9645	MICAL2	0.005163	
9668	ZNF432	0.005163	
9813	EFCAB14	0.005163	
10172	ZNF256	0.005163	
10194	TSHZ1	0.005163	
10781	ZNF266	0.005163	
10786	SLC17A3	0.005163	
10794	ZNF460	0.005163	
10866		0.005163	
10962	MLLT11	0.005163	
22847	ZNF507	0.005163	
22856	CHSY1	0.005163	
22876	INPP5F	0.005163	
22928	SEPHS2	0.005163	
23155	CLCC1	0.005163	
23274	CLEC16A	0.005163	
23354	HAUS5	0.005163	
23361	ZNF629	0.005163	
23423	TMED3	0.005163	
25914	RTTN	0.005163	
26048	ZNF500	0.005163	
26093	CCDC9	0.005163	
26123	TCTN3	0.005163	
27291	R3HCC1L	0.005163	
29035	C16orf72	0.005163	
29948	OSGIN1	0.005163	
51112	TRAPPC12	0.005163	
51249	TMEM69	0.005163	
51275		0.005163	
51320	MEX3C	0.005163	
51321	AMZ2	0.005163	
51398	WDR83OS	0.005163	
51703	ACSL5	0.005163	
54432	YIPF1	0.005163	
54454	ATAD2B	0.005163	
54465	ETAA1	0.005163	
54497	HEATR5B	0.005163	
54581		0.005163	
54620	FBXL19	0.005163	
54741	LEPROT	0.005163	
54811	ZNF562	0.005163	
54879	ST7L	0.005163	
54964	C1orf56	0.005163	
55066	PDPR	0.005163	
55101	ATP5SL	0.005163	
55106	SLFN12	0.005163	
55181	SMG8	0.005163	
55313	CPPED1	0.005163	
55676	SLC30A6	0.005163	
55783	FTSJD1	0.005163	
55784	MCTP2	0.005163	
55852	TEX2	0.005163	
56889	TM9SF3	0.005163	
57020	C16orf62	0.005163	
57209	ZNF248	0.005163	
57234		0.005163	
57508	INTS2	0.005163	
57614	KIAA1468	0.005163	
57661	PHRF1	0.005163	
57700	FAM160B1	0.005163	
57711	ZNF529	0.005163	
58504	ARHGAP22	0.005163	
60509	AGBL5	0.005163	
63877	FAM204A	0.005163	
64645	HIAT1	0.005163	
64755	C16orf58	0.005163	
64782	AEN	0.005163	
64863	METTL4	0.005163	
64927	TTC23	0.005163	
79091	METTL22	0.005163	
79157	MFSD11	0.005163	
79635	CCDC121	0.005163	
79652	TMEM204	0.005163	
79739	TTLL7	0.005163	
79788	ZNF665	0.005163	
79798	ARMC5	0.005163	
79874	RABEP2	0.005163	
79903	NAA60	0.005163	
79971	WLS	0.005163	
80004	ESRP2	0.005163	
80213	TM2D3	0.005163	
80765	STARD5	0.005163	
81577	GFOD2	0.005163	
81606	LBH	0.005163	
81621	KAZALD1	0.005163	
84307	ZNF397	0.005163	
84450	ZNF512	0.005163	
84852		0.005163	
84858	ZNF503	0.005163	
84898	PLXDC2	0.005163	
84923	FAM104A	0.005163	
84939	MUM1	0.005163	
84942	WDR73	0.005163	
90338	ZNF160	0.005163	
90580	C19orf52	0.005163	
90835	C16orf93	0.005163	
91369	ANKRD40	0.005163	
91452	ACBD5	0.005163	
91661	ZNF765	0.005163	
92283	ZNF461	0.005163	
92579	G6PC3	0.005163	
93233	CCDC114	0.005163	
93323	HAUS8	0.005163	
113277	TMEM106A	0.005163	
114881	OSBPL7	0.005163	
118487	CHCHD1	0.005163	
118672	PSTK	0.005163	
118987	PDZD8	0.005163	
119032	C10orf32	0.005163	
120526	DNAJC24	0.005163	
120534	ARL14EP	0.005163	
123207	C15orf40	0.005163	
123355	LRRC28	0.005163	
123720	WHAMM	0.005163	
123811	FOPNL	0.005163	
124152	IQCK	0.005163	
124446	TMEM219	0.005163	
125488	TTC39C	0.005163	
126074	SWSAP1	0.005163	
126129	CPT1C	0.005163	
126231	ZNF573	0.005163	
126626	GABPB2	0.005163	
129787	TMEM18	0.005163	
130502	TTC32	0.005163	
130557	ZNF513	0.005163	
130814	PQLC3	0.005163	
140766	ADAMTS14	0.005163	
143282	FGFBP3	0.005163	
143384	CACUL1	0.005163	
143458	LDLRAD3	0.005163	
144108	SPTY2D1	0.005163	
146434	ZNF597	0.005163	
146562	C16orf71	0.005163	
147525		0.005163	
147657	ZNF480	0.005163	
147694	ZNF548	0.005163	
147929	ZNF565	0.005163	
147947	ZNF542	0.005163	
148046		0.005163	
148137	C19orf55	0.005163	
148266	ZNF569	0.005163	
148418	SAMD13	0.005163	
148932	MOB3C	0.005163	
149478	BTBD19	0.005163	
151393	RMDN2	0.005163	
162427	FAM134C	0.005163	
162963	ZNF610	0.005163	
162972	ZNF550	0.005163	
163049	ZNF791	0.005163	
163087	ZNF383	0.005163	
170384	FUT11	0.005163	
196740	VSTM4	0.005163	
196743	PAOX	0.005163	
196792	FAM24B	0.005163	
197407	ZNF48	0.005163	
199704	ZNF585A	0.005163	
200014	CC2D1B	0.005163	
201514	ZNF584	0.005163	
219743	TYSND1	0.005163	
219749	ZNF25	0.005163	
220929	ZNF438	0.005163	
220992	ZNF485	0.005163	
221060	C10orf111	0.005163	
253558	LCLAT1	0.005163	
255082		0.005163	
283232	TMEM80	0.005163	
283687	C15orf37	0.005163	
283932		0.005163	
283991	UBALD2	0.005163	
284018	C17orf58	0.005163	
284273	ZADH2	0.005163	
284309	ZNF776	0.005163	
284323	ZNF780A	0.005163	
284325	C19orf54	0.005163	
284361	EMC10	0.005163	
284371	ZNF841	0.005163	
284391	ZNF844	0.005163	
284459	HKR1	0.005163	
284613	CYB561D1	0.005163	
284615	ANKRD34A	0.005163	
339231	ARL16	0.005163	
339318	ZNF181	0.005163	
